i,j,fill
55,5,1
56,5,1
58,5,1
59,5,1
60,5,1
61,5,1
62,5,1
63,5,1
64,5,1
65,5,1
67,5,1
68,5,1
69,5,1
71,5,1
73,5,1
75,5,1
76,5,1
77,5,1
78,5,1
79,5,1
80,5,1
81,5,1
82,5,1
83,5,1
84,5,1
85,5,1
86,5,1
87,5,1
88,5,1
89,5,1
90,5,1
91,5,1
92,5,1
93,5,1
94,5,1
95,5,1
97,5,1
98,5,1
99,5,1
105,5,1
106,5,1
107,5,1
108,5,1
109,5,1
111,5,1
112,5,1
113,5,1
114,5,1
115,5,1
116,5,1
118,5,1
119,5,1
120,5,1
121,5,1
122,5,1
123,5,1
124,5,1
125,5,1
126,5,1
129,5,1
130,5,1
131,5,1
132,5,1
133,5,1
134,5,1
135,5,1
136,5,1
137,5,1
138,5,1
139,5,1
140,5,1
142,5,1
143,5,1
144,5,1
145,5,1
146,5,1
147,5,1
148,5,1
149,5,1
150,5,1
151,5,1
152,5,1
153,5,1
154,5,1
155,5,1
156,5,1
157,5,1
158,5,1
159,5,1
160,5,1
161,5,1
162,5,1
163,5,1
164,5,1
165,5,1
166,5,1
167,5,1
168,5,1
169,5,1
170,5,1
171,5,1
172,5,1
173,5,1
174,5,1
175,5,1
176,5,1
177,5,1
178,5,1
179,5,1
180,5,1
181,5,1
182,5,1
183,5,1
184,5,1
185,5,1
186,5,1
187,5,1
188,5,1
189,5,1
190,5,1
191,5,1
192,5,1
193,5,1
194,5,1
195,5,1
197,5,1
198,5,1
199,5,1
200,5,1
201,5,1
202,5,1
203,5,1
204,5,1
205,5,1
206,5,1
207,5,1
208,5,1
209,5,1
210,5,1
211,5,1
212,5,1
213,5,1
214,5,1
216,5,1
217,5,1
219,5,1
220,5,1
221,5,1
222,5,1
224,5,1
225,5,1
226,5,1
227,5,1
228,5,1
229,5,1
230,5,1
231,5,1
232,5,1
233,5,1
234,5,1
235,5,1
236,5,1
249,5,1
250,5,1
251,5,1
252,5,1
253,5,1
254,5,1
255,5,1
258,5,1
261,5,1
262,5,1
263,5,1
264,5,1
265,5,1
266,5,1
267,5,1
268,5,1
269,5,1
271,5,1
273,5,1
274,5,1
275,5,1
276,5,1
277,5,1
278,5,1
279,5,1
295,5,1
324,5,1
325,5,1
326,5,1
328,5,1
329,5,1
330,5,1
331,5,1
333,5,1
334,5,1
335,5,1
336,5,1
337,5,1
338,5,1
339,5,1
340,5,1
341,5,1
342,5,1
343,5,1
344,5,1
345,5,1
346,5,1
347,5,1
348,5,1
349,5,1
350,5,1
351,5,1
352,5,1
353,5,1
354,5,1
355,5,1
356,5,1
357,5,1
358,5,1
359,5,1
360,5,1
361,5,1
362,5,1
363,5,1
364,5,1
365,5,1
366,5,1
367,5,1
368,5,1
369,5,1
370,5,1
386,5,1
387,5,1
388,5,1
389,5,1
390,5,1
391,5,1
392,5,1
393,5,1
394,5,1
395,5,1
400,5,1
401,5,1
402,5,1
404,5,1
405,5,1
406,5,1
407,5,1
408,5,1
409,5,1
489,5,1
490,5,1
491,5,1
492,5,1
493,5,1
494,5,1
495,5,1
496,5,1
497,5,1
499,5,1
523,5,1
525,5,1
533,5,1
555,5,1
556,5,1
616,5,1
617,5,1
618,5,1
619,5,1
620,5,1
621,5,1
632,5,1
673,5,1
727,5,1
729,5,1
733,5,1
734,5,1
736,5,1
737,5,1
738,5,1
739,5,1
740,5,1
741,5,1
742,5,1
743,5,1
745,5,1
746,5,1
747,5,1
749,5,1
751,5,1
754,5,1
755,5,1
756,5,1
757,5,1
758,5,1
759,5,1
761,5,1
762,5,1
763,5,1
765,5,1
767,5,1
769,5,1
770,5,1
774,5,1
775,5,1
776,5,1
777,5,1
778,5,1
779,5,1
780,5,1
781,5,1
785,5,1
786,5,1
787,5,1
788,5,1
789,5,1
790,5,1
791,5,1
792,5,1
793,5,1
796,5,1
798,5,1
800,5,1
801,5,1
802,5,1
804,5,1
805,5,1
806,5,1
828,5,1
829,5,1
854,5,1
855,5,1
857,5,1
858,5,1
859,5,1
880,5,1
890,5,1
899,5,1
901,5,1
902,5,1
903,5,1
905,5,1
907,5,1
908,5,1
909,5,1
936,5,1
937,5,1
938,5,1
941,5,1
942,5,1
943,5,1
945,5,1
953,5,1
954,5,1
955,5,1
956,5,1
957,5,1
958,5,1
959,5,1
960,5,1
961,5,1
962,5,1
963,5,1
964,5,1
1237,5,1
1239,5,1
1241,5,1
1242,5,1
1243,5,1
1244,5,1
1245,5,1
1246,5,1
1247,5,1
1300,5,1
1309,5,1
1310,5,1
1311,5,1
1312,5,1
1313,5,1
1314,5,1
1315,5,1
1316,5,1
1317,5,1
1318,5,1
1319,5,1
1320,5,1
1321,5,1
1322,5,1
1323,5,1
1324,5,1
1340,5,1
1341,5,1
1391,5,1
1392,5,1
1393,5,1
1394,5,1
1395,5,1
1396,5,1
1412,5,1
1498,5,1
1499,5,1
1500,5,1
1501,5,1
1502,5,1
1503,5,1
1529,5,1
1622,5,1
1623,5,1
1624,5,1
1625,5,1
1626,5,1
1627,5,1
1628,5,1
1629,5,1
1630,5,1
1631,5,1
1632,5,1
1633,5,1
1634,5,1
1635,5,1
1636,5,1
1637,5,1
1638,5,1
1639,5,1
1640,5,1
1641,5,1
1642,5,1
1643,5,1
1644,5,1
1645,5,1
1646,5,1
1647,5,1
1648,5,1
1649,5,1
1650,5,1
1651,5,1
1652,5,1
1653,5,1
1654,5,1
1655,5,1
1656,5,1
1657,5,1
1658,5,1
1659,5,1
1660,5,1
1661,5,1
1662,5,1
1663,5,1
1664,5,1
1665,5,1
1666,5,1
1667,5,1
1668,5,1
1669,5,1
1670,5,1
1671,5,1
1672,5,1
1673,5,1
1674,5,1
1675,5,1
1676,5,1
1677,5,1
1678,5,1
1679,5,1
1680,5,1
1682,5,1
1683,5,1
1684,5,1
1685,5,1
1686,5,1
1687,5,1
1688,5,1
1689,5,1
1690,5,1
1691,5,1
1692,5,1
1693,5,1
1694,5,1
1695,5,1
1696,5,1
1697,5,1
1698,5,1
1699,5,1
1700,5,1
1701,5,1
1702,5,1
1703,5,1
1704,5,1
1705,5,1
1706,5,1
1707,5,1
1708,5,1
1709,5,1
1710,5,1
1711,5,1
1712,5,1
1713,5,1
1714,5,1
1715,5,1
1716,5,1
1717,5,1
1718,5,1
1719,5,1
1720,5,1
1721,5,1
1732,5,1
1734,5,1
1735,5,1
1736,5,1
1737,5,1
1752,5,1
1753,5,1
1754,5,1
1756,5,1
1760,5,1
1761,5,1
1762,5,1
1769,5,1
1774,5,1
1777,5,1
1779,5,1
1780,5,1
1781,5,1
1782,5,1
1783,5,1
1784,5,1
1785,5,1
1797,5,1
1798,5,1
1799,5,1
1800,5,1
1801,5,1
1802,5,1
1803,5,1
1805,5,1
1806,5,1
1807,5,1
1810,5,1
1811,5,1
1812,5,1
1813,5,1
1814,5,1
1815,5,1
1816,5,1
1817,5,1
1818,5,1
1819,5,1
1820,5,1
1821,5,1
1822,5,1
1823,5,1
1824,5,1
1825,5,1
1826,5,1
1827,5,1
1828,5,1
1829,5,1
1832,5,1
1833,5,1
1834,5,1
1835,5,1
1836,5,1
1837,5,1
1838,5,1
1839,5,1
1840,5,1
1841,5,1
1842,5,1
1843,5,1
1844,5,1
1845,5,1
1846,5,1
1847,5,1
1848,5,1
1849,5,1
1850,5,1
1851,5,1
1852,5,1
1853,5,1
1856,5,1
1857,5,1
1858,5,1
1859,5,1
1860,5,1
1861,5,1
1862,5,1
1863,5,1
1864,5,1
1865,5,1
1866,5,1
1868,5,1
1869,5,1
1871,5,1
1881,5,1
1882,5,1
1883,5,1
1884,5,1
1887,5,1
1888,5,1
1889,5,1
1890,5,1
1894,5,1
1895,5,1
1896,5,1
1897,5,1
1898,5,1
1899,5,1
1905,5,1
1907,5,1
1909,5,1
1910,5,1
1911,5,1
1983,5,1
1985,5,1
1986,5,1
1990,5,1
1991,5,1
2000,5,1
2021,5,1
2024,5,1
2025,5,1
2026,5,1
2030,5,1
2031,5,1
2039,5,1
2041,5,1
2042,5,1
2043,5,1
2044,5,1
2048,5,1
2049,5,1
2060,5,1
2071,5,1
2072,5,1
2094,5,1
2100,5,1
2101,5,1
2102,5,1
2104,5,1
2105,5,1
2113,5,1
2116,5,1
2124,5,1
2128,5,1
2129,5,1
2130,5,1
2131,5,1
2133,5,1
2135,5,1
2156,5,1
2189,5,1
2190,5,1
2191,5,1
2192,5,1
2193,5,1
2194,5,1
2195,5,1
2196,5,1
2197,5,1
2198,5,1
2199,5,1
2200,5,1
2201,5,1
2202,5,1
2203,5,1
2204,5,1
2205,5,1
2206,5,1
2215,5,1
2220,5,1
2221,5,1
2222,5,1
2223,5,1
2224,5,1
2226,5,1
2227,5,1
2228,5,1
2237,5,1
2265,5,1
2266,5,1
2267,5,1
2268,5,1
2269,5,1
2270,5,1
2276,5,1
2285,5,1
2286,5,1
2297,5,1
2302,5,1
2303,5,1
2305,5,1
2324,5,1
2336,5,1
2337,5,1
2338,5,1
2339,5,1
2344,5,1
2347,5,1
2348,5,1
2367,5,1
2370,5,1
2371,5,1
2372,5,1
2373,5,1
2374,5,1
2375,5,1
2376,5,1
2377,5,1
2378,5,1
2379,5,1
2380,5,1
2381,5,1
2382,5,1
2383,5,1
2399,5,1
2400,5,1
2401,5,1
2403,5,1
2404,5,1
2405,5,1
2406,5,1
2407,5,1
2408,5,1
2409,5,1
2410,5,1
2411,5,1
2413,5,1
2414,5,1
2415,5,1
2419,5,1
2420,5,1
2425,5,1
2426,5,1
2430,5,1
2431,5,1
2432,5,1
2435,5,1
2436,5,1
2437,5,1
2438,5,1
2441,5,1
2442,5,1
2445,5,1
2446,5,1
2447,5,1
2448,5,1
2451,5,1
2452,5,1
2453,5,1
2454,5,1
2455,5,1
2456,5,1
2457,5,1
2458,5,1
2459,5,1
2461,5,1
2462,5,1
2463,5,1
2466,5,1
2467,5,1
2468,5,1
2469,5,1
2470,5,1
2471,5,1
2472,5,1
2473,5,1
2474,5,1
2475,5,1
2476,5,1
2477,5,1
2478,5,1
2479,5,1
2483,5,1
2485,5,1
2486,5,1
2488,5,1
2489,5,1
2490,5,1
2491,5,1
2492,5,1
2493,5,1
2495,5,1
2496,5,1
2499,5,1
2501,5,1
2502,5,1
2503,5,1
2504,5,1
2506,5,1
2507,5,1
2508,5,1
2509,5,1
2510,5,1
2511,5,1
2512,5,1
2513,5,1
2514,5,1
2515,5,1
2516,5,1
2517,5,1
2518,5,1
2519,5,1
2520,5,1
2521,5,1
2522,5,1
2523,5,1
2524,5,1
2526,5,1
2527,5,1
2528,5,1
2529,5,1
2530,5,1
2531,5,1
2532,5,1
2533,5,1
2534,5,1
2535,5,1
2536,5,1
2537,5,1
2538,5,1
2539,5,1
2540,5,1
2541,5,1
2542,5,1
2543,5,1
2544,5,1
2546,5,1
2548,5,1
2549,5,1
2550,5,1
2551,5,1
2553,5,1
2554,5,1
2555,5,1
2557,5,1
2559,5,1
2560,5,1
2561,5,1
2562,5,1
2564,5,1
2565,5,1
2566,5,1
2567,5,1
2568,5,1
2569,5,1
2570,5,1
2571,5,1
2572,5,1
2573,5,1
2574,5,1
2575,5,1
2576,5,1
2577,5,1
2578,5,1
2579,5,1
2580,5,1
2581,5,1
2582,5,1
2587,5,1
2588,5,1
2590,5,1
2591,5,1
2593,5,1
2594,5,1
2596,5,1
2597,5,1
2599,5,1
2601,5,1
2602,5,1
2603,5,1
2604,5,1
2605,5,1
2607,5,1
2608,5,1
2609,5,1
2610,5,1
2611,5,1
2612,5,1
2613,5,1
2614,5,1
2615,5,1
2616,5,1
2617,5,1
2618,5,1
2620,5,1
2621,5,1
2623,5,1
2625,5,1
2626,5,1
2628,5,1
2629,5,1
2630,5,1
2633,5,1
2634,5,1
2636,5,1
2637,5,1
2638,5,1
2639,5,1
2640,5,1
2641,5,1
2642,5,1
2643,5,1
2644,5,1
2645,5,1
2646,5,1
2647,5,1
2648,5,1
2649,5,1
2650,5,1
2651,5,1
2652,5,1
2653,5,1
2654,5,1
2655,5,1
2657,5,1
2658,5,1
2659,5,1
2660,5,1
2661,5,1
2662,5,1
2663,5,1
2664,5,1
2665,5,1
2666,5,1
2667,5,1
2668,5,1
2669,5,1
2670,5,1
2671,5,1
2672,5,1
2673,5,1
2674,5,1
2675,5,1
2676,5,1
2677,5,1
2678,5,1
2679,5,1
2680,5,1
2681,5,1
2682,5,1
2683,5,1
2684,5,1
2685,5,1
2686,5,1
2687,5,1
2688,5,1
2689,5,1
2690,5,1
2692,5,1
2695,5,1
2696,5,1
2697,5,1
2698,5,1
2699,5,1
2700,5,1
2701,5,1
2702,5,1
2703,5,1
2704,5,1
2705,5,1
2708,5,1
2709,5,1
2710,5,1
2711,5,1
2712,5,1
2713,5,1
2714,5,1
2715,5,1
2716,5,1
2717,5,1
2718,5,1
2719,5,1
2720,5,1
2721,5,1
2722,5,1
2723,5,1
2724,5,1
2725,5,1
2752,5,1
2754,5,1
2782,5,1
2791,5,1
2824,5,1
2844,5,1
2869,5,1
2879,5,1
2880,5,1
2882,5,1
2883,5,1
2884,5,1
2886,5,1
2887,5,1
2888,5,1
2890,5,1
2891,5,1
2892,5,1
2893,5,1
2894,5,1
2896,5,1
2898,5,1
2899,5,1
2901,5,1
2902,5,1
2907,5,1
2908,5,1
2909,5,1
2910,5,1
2911,5,1
2912,5,1
2913,5,1
2915,5,1
2917,5,1
2921,5,1
2922,5,1
2923,5,1
2926,5,1
2936,5,1
2937,5,1
2938,5,1
2939,5,1
2940,5,1
2941,5,1
2942,5,1
2943,5,1
2944,5,1
2945,5,1
2946,5,1
2947,5,1
2961,5,1
2986,5,1
2989,5,1
2990,5,1
3009,5,1
3011,5,1
3014,5,1
3017,5,1
3018,5,1
3120,5,1
3148,5,1
3197,5,1
3201,5,1
3309,5,1
3310,5,1
3320,5,1
3356,5,1
3371,5,1
3372,5,1
3377,5,1
3508,5,1
3509,5,1
3510,5,1
3511,5,1
3512,5,1
3513,5,1
3514,5,1
3515,5,1
3516,5,1
3522,5,1
3523,5,1
3542,5,1
3549,5,1
3551,5,1
3552,5,1
3553,5,1
3554,5,1
3559,5,1
3560,5,1
3564,5,1
3565,5,1
3566,5,1
3567,5,1
3568,5,1
3569,5,1
3571,5,1
3572,5,1
3573,5,1
3575,5,1
3576,5,1
3577,5,1
3578,5,1
3579,5,1
3582,5,1
3583,5,1
3585,5,1
3586,5,1
3589,5,1
3590,5,1
3591,5,1
3592,5,1
3594,5,1
3597,5,1
3598,5,1
3599,5,1
3601,5,1
3602,5,1
3603,5,1
3604,5,1
3606,5,1
3607,5,1
3608,5,1
3609,5,1
3610,5,1
3611,5,1
3612,5,1
3613,5,1
3622,5,1
3623,5,1
3624,5,1
3625,5,1
3626,5,1
3627,5,1
3628,5,1
3629,5,1
3630,5,1
3631,5,1
3632,5,1
3633,5,1
3634,5,1
3635,5,1
3636,5,1
3639,5,1
3641,5,1
3642,5,1
3643,5,1
3650,5,1
3651,5,1
3653,5,1
3654,5,1
3655,5,1
3656,5,1
3663,5,1
3664,5,1
3674,5,1
3675,5,1
3676,5,1
3692,5,1
3693,5,1
3694,5,1
3695,5,1
3697,5,1
3698,5,1
3708,5,1
3709,5,1
3710,5,1
3713,5,1
3714,5,1
3715,5,1
3716,5,1
3717,5,1
3719,5,1
3723,5,1
3725,5,1
3726,5,1
3727,5,1
3728,5,1
3729,5,1
3730,5,1
3736,5,1
3743,5,1
3745,5,1
3755,5,1
3778,5,1
3779,5,1
3780,5,1
3817,5,1
3868,5,1
3904,5,1
3917,5,1
3918,5,1
3919,5,1
3920,5,1
3921,5,1
3922,5,1
3931,5,1
3932,5,1
3933,5,1
3934,5,1
3935,5,1
3936,5,1
3937,5,1
3938,5,1
3939,5,1
3940,5,1
3941,5,1
3942,5,1
4008,5,1
4207,5,1
4225,5,1
4226,5,1
4236,5,1
4237,5,1
4239,5,1
4240,5,1
4241,5,1
4242,5,1
4243,5,1
4244,5,1
4245,5,1
4246,5,1
4248,5,1
4249,5,1
4250,5,1
4251,5,1
4252,5,1
4254,5,1
4255,5,1
4256,5,1
4257,5,1
4258,5,1
4259,5,1
4260,5,1
4263,5,1
4264,5,1
4265,5,1
4266,5,1
4267,5,1
4269,5,1
4270,5,1
4271,5,1
4272,5,1
4273,5,1
4275,5,1
4276,5,1
4277,5,1
4278,5,1
4279,5,1
4280,5,1
4281,5,1
4282,5,1
4284,5,1
4285,5,1
4286,5,1
4289,5,1
4290,5,1
4291,5,1
4292,5,1
4293,5,1
4294,5,1
4316,5,1
4382,5,1
4383,5,1
4384,5,1
4385,5,1
4386,5,1
4408,5,1
4503,5,1
4504,5,1
4505,5,1
4506,5,1
4507,5,1
4508,5,1
4509,5,1
4510,5,1
4511,5,1
4512,5,1
4513,5,1
4514,5,1
4515,5,1
4516,5,1
4517,5,1
4518,5,1
4519,5,1
4520,5,1
4521,5,1
4522,5,1
4523,5,1
4524,5,1
4525,5,1
4526,5,1
4527,5,1
4539,5,1
4660,5,1
4679,5,1
4684,5,1
4812,5,1
4813,5,1
4814,5,1
4815,5,1
4816,5,1
4820,5,1
4824,5,1
4825,5,1
4826,5,1
4828,5,1
4831,5,1
4832,5,1
4834,5,1
4835,5,1
4836,5,1
4837,5,1
4838,5,1
4847,5,1
4874,5,1
5100,5,1
5105,5,1
5106,5,1
5107,5,1
5108,5,1
5111,5,1
5112,5,1
5113,5,1
5114,5,1
5115,5,1
5116,5,1
5117,5,1
5118,5,1
5119,5,1
5120,5,1
5121,5,1
5122,5,1
5123,5,1
5124,5,1
5125,5,1
5126,5,1
5127,5,1
5128,5,1
5129,5,1
5130,5,1
5131,5,1
5132,5,1
5133,5,1
5134,5,1
5135,5,1
5136,5,1
5137,5,1
5138,5,1
5139,5,1
5140,5,1
5141,5,1
5142,5,1
5143,5,1
5144,5,1
5145,5,1
5146,5,1
5147,5,1
5148,5,1
5149,5,1
5150,5,1
5151,5,1
5152,5,1
5153,5,1
5154,5,1
5155,5,1
5156,5,1
5157,5,1
5158,5,1
5159,5,1
5160,5,1
5161,5,1
5162,5,1
5163,5,1
5164,5,1
5165,5,1
5166,5,1
5167,5,1
5168,5,1
5169,5,1
5170,5,1
5171,5,1
5172,5,1
5173,5,1
5174,5,1
5175,5,1
5176,5,1
5177,5,1
5178,5,1
5179,5,1
5180,5,1
5181,5,1
5182,5,1
5183,5,1
5184,5,1
5186,5,1
5187,5,1
5188,5,1
5189,5,1
5190,5,1
5191,5,1
5192,5,1
5193,5,1
5194,5,1
5195,5,1
5196,5,1
5197,5,1
5198,5,1
5199,5,1
5203,5,1
5204,5,1
5205,5,1
5208,5,1
5209,5,1
5210,5,1
5211,5,1
5212,5,1
5213,5,1
5214,5,1
5215,5,1
5216,5,1
5227,5,1
5251,5,1
5265,5,1
5271,5,1
5283,5,1
5284,5,1
5287,5,1
5288,5,1
5313,5,1
5314,5,1
5315,5,1
5316,5,1
5317,5,1
5318,5,1
5319,5,1
5320,5,1
5321,5,1
5322,5,1
5323,5,1
5324,5,1
5325,5,1
5326,5,1
5327,5,1
5328,5,1
5331,5,1
5332,5,1
5333,5,1
5334,5,1
5337,5,1
5338,5,1
5343,5,1
5352,5,1
5357,5,1
5358,5,1
5361,5,1
5384,5,1
5386,5,1
5401,5,1
5417,5,1
5418,5,1
5426,5,1
5428,5,1
5429,5,1
5430,5,1
5431,5,1
5434,5,1
5438,5,1
5439,5,1
5451,5,1
5453,5,1
5466,5,1
5472,5,1
5473,5,1
5474,5,1
5475,5,1
5476,5,1
5477,5,1
5478,5,1
5479,5,1
5480,5,1
5481,5,1
5482,5,1
5483,5,1
5484,5,1
5485,5,1
5486,5,1
5487,5,1
5488,5,1
5489,5,1
5490,5,1
5491,5,1
5492,5,1
5493,5,1
5494,5,1
5495,5,1
5496,5,1
5497,5,1
5498,5,1
5499,5,1
5500,5,1
5501,5,1
5502,5,1
5503,5,1
5504,5,1
5505,5,1
5506,5,1
5507,5,1
5508,5,1
5509,5,1
5510,5,1
5511,5,1
5512,5,1
5513,5,1
5514,5,1
5515,5,1
5516,5,1
5517,5,1
5518,5,1
5519,5,1
5520,5,1
5521,5,1
5522,5,1
5523,5,1
5524,5,1
5525,5,1
5526,5,1
5527,5,1
5529,5,1
5530,5,1
5531,5,1
5532,5,1
5533,5,1
5535,5,1
5536,5,1
5537,5,1
5538,5,1
5539,5,1
5540,5,1
5541,5,1
5542,5,1
5543,5,1
5544,5,1
5545,5,1
5546,5,1
5547,5,1
5548,5,1
5549,5,1
5550,5,1
5551,5,1
5552,5,1
5553,5,1
5554,5,1
5555,5,1
5556,5,1
5558,5,1
5559,5,1
5560,5,1
5561,5,1
5562,5,1
5563,5,1
5564,5,1
5565,5,1
5566,5,1
5567,5,1
5568,5,1
5569,5,1
5570,5,1
5571,5,1
5572,5,1
5573,5,1
5574,5,1
5575,5,1
5576,5,1
5577,5,1
5578,5,1
5579,5,1
5580,5,1
5581,5,1
5582,5,1
5584,5,1
5585,5,1
5586,5,1
5587,5,1
5588,5,1
5590,5,1
5591,5,1
5592,5,1
5593,5,1
5594,5,1
5595,5,1
5596,5,1
5597,5,1
5598,5,1
5599,5,1
5600,5,1
5601,5,1
5602,5,1
5603,5,1
5604,5,1
5605,5,1
5606,5,1
5607,5,1
5608,5,1
5609,5,1
5610,5,1
5611,5,1
5612,5,1
5613,5,1
5614,5,1
5615,5,1
5616,5,1
5617,5,1
5618,5,1
5619,5,1
5620,5,1
5621,5,1
5622,5,1
5623,5,1
5624,5,1
5625,5,1
5626,5,1
5627,5,1
5628,5,1
5629,5,1
5630,5,1
5631,5,1
5632,5,1
5633,5,1
5634,5,1
5635,5,1
5636,5,1
5637,5,1
5638,5,1
5639,5,1
5640,5,1
5641,5,1
5642,5,1
5643,5,1
5644,5,1
5645,5,1
5646,5,1
5647,5,1
5648,5,1
5649,5,1
5650,5,1
5651,5,1
5652,5,1
5653,5,1
5654,5,1
5655,5,1
5656,5,1
5657,5,1
5658,5,1
5659,5,1
5660,5,1
5661,5,1
5662,5,1
5663,5,1
5664,5,1
5665,5,1
5667,5,1
5711,5,1
5715,5,1
5716,5,1
5747,5,1
5748,5,1
5749,5,1
5788,5,1
5828,5,1
5829,5,1
5830,5,1
5836,5,1
5853,5,1
5854,5,1
5855,5,1
5862,5,1
5875,5,1
5876,5,1
5878,5,1
5884,5,1
5885,5,1
5886,5,1
5887,5,1
5888,5,1
5889,5,1
5892,5,1
5903,5,1
5904,5,1
5905,5,1
5906,5,1
5911,5,1
5912,5,1
5913,5,1
5948,5,1
5949,5,1
5950,5,1
5951,5,1
5952,5,1
5953,5,1
5954,5,1
5955,5,1
5956,5,1
5957,5,1
5958,5,1
5959,5,1
5960,5,1
6036,5,1
6037,5,1
6038,5,1
6039,5,1
6040,5,1
6041,5,1
6042,5,1
6043,5,1
6044,5,1
6045,5,1
6046,5,1
6047,5,1
6048,5,1
6049,5,1
6050,5,1
6051,5,1
6052,5,1
6053,5,1
6054,5,1
6055,5,1
6056,5,1
6057,5,1
6058,5,1
6059,5,1
6060,5,1
6061,5,1
6062,5,1
6063,5,1
6064,5,1
6065,5,1
6066,5,1
6067,5,1
6068,5,1
6069,5,1
6073,5,1
6074,5,1
6075,5,1
6076,5,1
6077,5,1
6078,5,1
6079,5,1
6114,5,1
6115,5,1
6116,5,1
6117,5,1
6119,5,1
6120,5,1
6121,5,1
6122,5,1
6123,5,1
6124,5,1
6125,5,1
6126,5,1
6127,5,1
6128,5,1
6129,5,1
6130,5,1
6131,5,1
6191,5,1
6192,5,1
6193,5,1
6201,5,1
6202,5,1
6277,5,1
6278,5,1
6293,5,1
6294,5,1
6295,5,1
6296,5,1
6302,5,1
6471,5,1
6472,5,1
6473,5,1
6474,5,1
6485,5,1
6486,5,1
6487,5,1
6489,5,1
6490,5,1
6491,5,1
6492,5,1
6495,5,1
6496,5,1
6497,5,1
6498,5,1
6501,5,1
6502,5,1
6503,5,1
6504,5,1
6505,5,1
6506,5,1
6528,5,1
6529,5,1
6530,5,1
6547,5,1
6687,5,1
6747,5,1
6749,5,1
6766,5,1
6768,5,1
6784,5,1
6785,5,1
6786,5,1
6787,5,1
6788,5,1
6789,5,1
6790,5,1
6791,5,1
6792,5,1
6798,5,1
6805,5,1
6808,5,1
6831,5,1
6832,5,1
6860,5,1
6861,5,1
6862,5,1
6863,5,1
6864,5,1
6865,5,1
6866,5,1
6867,5,1
6868,5,1
6869,5,1
6874,5,1
6875,5,1
6876,5,1
6878,5,1
6879,5,1
6880,5,1
6889,5,1
6890,5,1
6891,5,1
6923,5,1
6924,5,1
6928,5,1
6929,5,1
6931,5,1
6938,5,1
6946,5,1
6947,5,1
6948,5,1
6949,5,1
6950,5,1
6951,5,1
6952,5,1
6953,5,1
6954,5,1
6955,5,1
6956,5,1
6957,5,1
6958,5,1
6959,5,1
6960,5,1
6965,5,1
6966,5,1
6967,5,1
6968,5,1
6969,5,1
6970,5,1
6971,5,1
6972,5,1
6973,5,1
6974,5,1
6975,5,1
6976,5,1
6977,5,1
50,6,1
51,6,1
53,6,1
54,6,1
55,6,1
58,6,1
59,6,1
60,6,1
61,6,1
62,6,1
63,6,1
64,6,1
65,6,1
67,6,1
68,6,1
69,6,1
71,6,1
75,6,1
76,6,1
77,6,1
78,6,1
79,6,1
80,6,1
81,6,1
82,6,1
83,6,1
84,6,1
85,6,1
86,6,1
87,6,1
88,6,1
89,6,1
90,6,1
91,6,1
92,6,1
93,6,1
94,6,1
95,6,1
97,6,1
98,6,1
99,6,1
106,6,1
107,6,1
108,6,1
109,6,1
111,6,1
112,6,1
113,6,1
114,6,1
115,6,1
116,6,1
118,6,1
119,6,1
120,6,1
121,6,1
122,6,1
123,6,1
124,6,1
125,6,1
126,6,1
129,6,1
130,6,1
131,6,1
132,6,1
133,6,1
134,6,1
135,6,1
136,6,1
137,6,1
138,6,1
139,6,1
140,6,1
142,6,1
143,6,1
144,6,1
145,6,1
146,6,1
147,6,1
148,6,1
149,6,1
150,6,1
151,6,1
152,6,1
153,6,1
154,6,1
155,6,1
156,6,1
157,6,1
158,6,1
159,6,1
160,6,1
161,6,1
162,6,1
163,6,1
164,6,1
165,6,1
166,6,1
167,6,1
168,6,1
169,6,1
170,6,1
171,6,1
172,6,1
173,6,1
174,6,1
175,6,1
176,6,1
177,6,1
178,6,1
179,6,1
180,6,1
181,6,1
182,6,1
183,6,1
184,6,1
185,6,1
186,6,1
187,6,1
188,6,1
189,6,1
190,6,1
191,6,1
192,6,1
193,6,1
194,6,1
195,6,1
197,6,1
198,6,1
199,6,1
200,6,1
201,6,1
202,6,1
203,6,1
204,6,1
205,6,1
206,6,1
207,6,1
208,6,1
209,6,1
210,6,1
211,6,1
212,6,1
213,6,1
214,6,1
216,6,1
217,6,1
219,6,1
220,6,1
221,6,1
222,6,1
224,6,1
225,6,1
226,6,1
227,6,1
228,6,1
229,6,1
230,6,1
231,6,1
232,6,1
233,6,1
234,6,1
235,6,1
236,6,1
249,6,1
250,6,1
251,6,1
253,6,1
254,6,1
255,6,1
261,6,1
262,6,1
263,6,1
264,6,1
265,6,1
266,6,1
267,6,1
268,6,1
269,6,1
271,6,1
274,6,1
275,6,1
276,6,1
277,6,1
278,6,1
295,6,1
324,6,1
325,6,1
326,6,1
328,6,1
329,6,1
330,6,1
331,6,1
333,6,1
334,6,1
335,6,1
336,6,1
337,6,1
338,6,1
339,6,1
340,6,1
341,6,1
342,6,1
343,6,1
344,6,1
345,6,1
346,6,1
347,6,1
348,6,1
349,6,1
350,6,1
351,6,1
352,6,1
353,6,1
354,6,1
355,6,1
356,6,1
357,6,1
358,6,1
359,6,1
360,6,1
361,6,1
362,6,1
363,6,1
364,6,1
365,6,1
366,6,1
367,6,1
368,6,1
369,6,1
370,6,1
386,6,1
