i,j,fill
6511,247,1
6525,247,1
6713,247,1
6723,247,1
6734,247,1
6738,247,1
6967,247,1
6982,247,1
5,248,1
17,248,1
341,248,1
799,248,1
951,248,1
1940,248,1
2138,248,1
2200,248,1
2294,248,1
2385,248,1
2397,248,1
2402,248,1
2414,248,1
2425,248,1
2435,248,1
2447,248,1
2466,248,1
2495,248,1
2527,248,1
2546,248,1
2581,248,1
2601,248,1
2621,248,1
2642,248,1
2647,248,1
2697,248,1
2991,248,1
3114,248,1
3144,248,1
3165,248,1
3284,248,1
3288,248,1
3454,248,1
3749,248,1
3940,248,1
4393,248,1
4429,248,1
4469,248,1
4613,248,1
4653,248,1
4665,248,1
4671,248,1
4691,248,1
4708,248,1
4716,248,1
5117,248,1
5142,248,1
5289,248,1
5291,248,1
5524,248,1
5661,248,1
5960,248,1
6130,248,1
6305,248,1
6312,248,1
6325,248,1
6801,248,1
6813,248,1
6824,248,1
6829,248,1
6940,248,1
6963,248,1
38,249,1
75,249,1
336,249,1
364,249,1
492,249,1
496,249,1
499,249,1
644,249,1
763,249,1
1713,249,1
2043,249,1
2125,249,1
2192,249,1
2325,249,1
2357,249,1
2364,249,1
2365,249,1
2392,249,1
2398,249,1
2418,249,1
2460,249,1
2482,249,1
2500,249,1
2552,249,1
2595,249,1
2627,249,1
2694,249,1
2706,249,1
2754,249,1
2879,249,1
2880,249,1
2889,249,1
2893,249,1
2981,249,1
3070,249,1
3173,249,1
3260,249,1
3429,249,1
3947,249,1
4618,249,1
4636,249,1
4641,249,1
4670,249,1
4682,249,1
4687,249,1
4711,249,1
5114,249,1
5256,249,1
5299,249,1
5376,249,1
5410,249,1
5488,249,1
5549,249,1
5585,249,1
5653,249,1
5665,249,1
5714,249,1
5731,249,1
5800,249,1
5802,249,1
5805,249,1
5843,249,1
5853,249,1
5899,249,1
6415,249,1
6493,249,1
6499,249,1
6552,249,1
6850,249,1
6862,249,1
641,250,1
642,250,1
2225,250,1
2956,250,1
3540,250,1
4001,250,1
4473,250,1
4545,250,1
4548,250,1
4551,250,1
4999,250,1
6602,250,1
6783,250,1
6832,250,1
6930,250,1
78,251,1
84,251,1
1673,251,1
1951,251,1
2882,251,1
2902,251,1
2951,251,1
3460,251,1
4441,251,1
4544,251,1
4632,251,1
4687,251,1
4810,251,1
5149,251,1
5159,251,1
5182,251,1
5511,251,1
5959,251,1
6168,251,1
6177,251,1
6808,251,1
390,252,1
635,252,1
741,252,1
1189,252,1
1344,252,1
1513,252,1
1958,252,1
3334,252,1
3463,252,1
3540,252,1
3565,252,1
3579,252,1
3582,252,1
3592,252,1
3625,252,1
3633,252,1
3654,252,1
3692,252,1
3727,252,1
3742,252,1
3745,252,1
3848,252,1
3928,252,1
3948,252,1
3956,252,1
3957,252,1
3960,252,1
3997,252,1
4073,252,1
4105,252,1
4130,252,1
4168,252,1
4179,252,1
4201,252,1
4202,252,1
4224,252,1
4840,252,1
4941,252,1
4980,252,1
5132,252,1
5290,252,1
5307,252,1
5446,252,1
5561,252,1
5571,252,1
5622,252,1
5730,252,1
5796,252,1
5817,252,1
5818,252,1
5821,252,1
5940,252,1
5977,252,1
6119,252,1
6428,252,1
6494,252,1
6555,252,1
6881,252,1
2233,253,1
2254,253,1
2274,253,1
2304,253,1
2306,253,1
2308,253,1
4433,253,1
5005,253,1
5201,253,1
5202,253,1
5207,253,1
6917,253,1
6918,253,1
6919,253,1
346,254,1
393,254,1
842,254,1
906,254,1
1298,254,1
1706,254,1
1715,254,1
1763,254,1
1839,254,1
1846,254,1
1865,254,1
1896,254,1
2241,254,1
2293,254,1
2612,254,1
2659,254,1
3109,254,1
3139,254,1
3323,254,1
3440,254,1
3747,254,1
3786,254,1
3803,254,1
4141,254,1
4172,254,1
4400,254,1
4614,254,1
4625,254,1
4681,254,1
4709,254,1
4805,254,1
5471,254,1
5487,254,1
5502,254,1
5716,254,1
5726,254,1
5994,254,1
5997,254,1
6000,254,1
6063,254,1
6128,254,1
6150,254,1
6311,254,1
6319,254,1
6324,254,1
6418,254,1
6420,254,1
6493,254,1
6521,254,1
6522,254,1
6527,254,1
6826,254,1
6828,254,1
206,255,1
311,255,1
312,255,1
544,255,1
2163,255,1
2865,255,1
5034,255,1
5058,255,1
5471,255,1
160,256,1
263,256,1
391,256,1
420,256,1
648,256,1
665,256,1
741,256,1
1168,256,1
1471,256,1
1795,256,1
1959,256,1
2769,256,1
3490,256,1
4073,256,1
4105,256,1
4201,256,1
4270,256,1
4284,256,1
4869,256,1
4880,256,1
4889,256,1
4892,256,1
4907,256,1
4914,256,1
4919,256,1
4923,256,1
4925,256,1
5128,256,1
5290,256,1
5553,256,1
5572,256,1
5840,256,1
5842,256,1
5940,256,1
5996,256,1
6127,256,1
6229,256,1
6441,256,1
6578,256,1
180,257,1
181,257,1
182,257,1
183,257,1
336,257,1
340,257,1
347,257,1
350,257,1
351,257,1
353,257,1
355,257,1
364,257,1
369,257,1
581,257,1
632,257,1
733,257,1
734,257,1
738,257,1
740,257,1
747,257,1
1497,257,1
1922,257,1
1923,257,1
2124,257,1
2485,257,1
2486,257,1
2505,257,1
2632,257,1
2633,257,1
2634,257,1
2635,257,1
2859,257,1
2974,257,1
3941,257,1
3965,257,1
5290,257,1
5714,257,1
5715,257,1
5717,257,1
5890,257,1
6026,257,1
6027,257,1
6790,257,1
6791,257,1
6800,257,1
6801,257,1
6804,257,1
6805,257,1
6808,257,1
6809,257,1
6811,257,1
6813,257,1
6816,257,1
6818,257,1
33,258,1
47,258,1
187,258,1
354,258,1
366,258,1
491,258,1
497,258,1
645,258,1
792,258,1
860,258,1
961,258,1
1325,258,1
1383,258,1
1393,258,1
1456,258,1
1470,258,1
1482,258,1
1488,258,1
1511,258,1
1798,258,1
1817,258,1
1850,258,1
1862,258,1
1889,258,1
1982,258,1
2390,258,1
2406,258,1
2579,258,1
2629,258,1
2698,258,1
2763,258,1
2812,258,1
2816,258,1
2832,258,1
3050,258,1
3057,258,1
3108,258,1
3138,258,1
3181,258,1
3212,258,1
3304,258,1
3381,258,1
3395,258,1
3469,258,1
3767,258,1
3799,258,1
3818,258,1
3951,258,1
4234,258,1
4382,258,1
4386,258,1
4598,258,1
4648,258,1
4678,258,1
4859,258,1
4864,258,1
4912,258,1
4934,258,1
4936,258,1
4938,258,1
5324,258,1
5351,258,1
5496,258,1
5587,258,1
5735,258,1
5774,258,1
5799,258,1
5881,258,1
5897,258,1
6040,258,1
6055,258,1
6122,258,1
6196,258,1
6260,258,1
6432,258,1
6479,258,1
6550,258,1
6553,258,1
6555,258,1
6557,258,1
6651,258,1
6653,258,1
6676,258,1
6679,258,1
6813,258,1
6831,258,1
6954,258,1
6969,258,1
6978,258,1
616,259,1
856,259,1
3816,259,1
4604,259,1
5436,259,1
87,260,1
120,260,1
192,260,1
254,260,1
456,260,1
475,260,1
560,260,1
1948,260,1
2198,260,1
2290,260,1
2946,260,1
3508,260,1
4850,260,1
6330,260,1
6332,260,1
242,261,1
396,261,1
472,261,1
474,261,1
485,261,1
547,261,1
717,261,1
5025,261,1
211,262,1
570,262,1
1360,262,1
2206,262,1
4580,262,1
5037,262,1
5471,262,1
6141,262,1
6806,262,1
6807,262,1
174,263,1
1967,263,1
2295,263,1
4541,263,1
4611,263,1
4630,263,1
4651,263,1
5038,263,1
230,264,1
329,264,1
2154,264,1
2165,264,1
4464,264,1
4476,264,1
5046,264,1
2287,265,1
3019,265,1
3020,265,1
3257,265,1
3268,265,1
66,266,1
282,266,1
283,266,1
372,266,1
374,266,1
375,266,1
498,266,1
525,266,1
556,266,1
1118,266,1
1133,266,1
1214,266,1
1226,266,1
1290,266,1
1329,266,1
1650,266,1
1689,266,1
1759,266,1
1913,266,1
2037,266,1
2066,266,1
2086,266,1
2087,266,1
2103,266,1
2130,266,1
2131,266,1
2185,266,1
2208,266,1
2442,266,1
2458,266,1
2476,266,1
2488,266,1
2502,266,1
2556,266,1
2589,266,1
2631,266,1
2632,266,1
2714,266,1
2767,266,1
2787,266,1
2855,266,1
2856,266,1
2954,266,1
2955,266,1
2973,266,1
2976,266,1
2985,266,1
3034,266,1
3047,266,1
3062,266,1
3155,266,1
3203,266,1
3858,266,1
3859,266,1
3860,266,1
3861,266,1
3862,266,1
3863,266,1
3864,266,1
3865,266,1
3866,266,1
3942,266,1
4150,266,1
4152,266,1
4316,266,1
4342,266,1
4443,266,1
4491,266,1
4501,266,1
4817,266,1
4824,266,1
4835,266,1
4838,266,1
4952,266,1
4959,266,1
4963,266,1
4967,266,1
5110,266,1
5218,266,1
5219,266,1
5221,266,1
5224,266,1
5225,266,1
5229,266,1
5230,266,1
5231,266,1
5232,266,1
5233,266,1
5234,266,1
5235,266,1
5236,266,1
5237,266,1
5238,266,1
5239,266,1
5240,266,1
5241,266,1
5242,266,1
5244,266,1
5245,266,1
5246,266,1
5247,266,1
5248,266,1
5249,266,1
5250,266,1
5251,266,1
5261,266,1
5262,266,1
5263,266,1
5265,266,1
5268,266,1
5344,266,1
5578,266,1
5634,266,1
5739,266,1
5932,266,1
5947,266,1
6002,266,1
6015,266,1
6083,266,1
6085,266,1
6294,266,1
6295,266,1
6416,266,1
6445,266,1
6454,266,1
6460,266,1
6467,266,1
6600,266,1
6601,266,1
6608,266,1
6968,266,1
296,267,1
427,267,1
595,267,1
639,267,1
989,267,1
1341,267,1
2140,267,1
2736,267,1
3151,267,1
3167,267,1
3393,267,1
3784,267,1
3804,267,1
3883,267,1
3905,267,1
4403,267,1
4724,267,1
4728,267,1
4885,267,1
5340,267,1
5421,267,1
5443,267,1
5458,267,1
5764,267,1
5793,267,1
5803,267,1
6066,267,1
6435,267,1
6932,267,1
395,268,1
427,268,1
529,268,1
540,268,1
637,268,1
657,268,1
722,268,1
1281,268,1
1299,268,1
1304,268,1
1629,268,1
1749,268,1
2077,268,1
2124,268,1
2129,268,1
2486,268,1
2935,268,1
3968,268,1
4976,268,1
4985,268,1
4993,268,1
4998,268,1
5001,268,1
5010,268,1
5635,268,1
5933,268,1
5934,268,1
6532,268,1
399,269,1
653,269,1
937,269,1
941,269,1
3379,269,1
3903,269,1
3963,269,1
4222,269,1
4229,269,1
4306,269,1
4313,269,1
4329,269,1
4331,269,1
4777,269,1
4783,269,1
4921,269,1
4929,269,1
5000,269,1
5459,269,1
5460,269,1
6225,269,1
2233,270,1
2254,270,1
2274,270,1
2304,270,1
2979,270,1
3010,270,1
3012,270,1
3015,270,1
3527,270,1
3543,270,1
3550,270,1
3577,270,1
3607,270,1
3725,270,1
4433,270,1
5005,270,1
6917,270,1
6918,270,1
6919,270,1
221,271,1
249,271,1
396,271,1
545,271,1
680,271,1
698,271,1
713,271,1
3215,271,1
3711,271,1
5050,271,1
5065,271,1
163,272,1
599,272,1
738,272,1
747,272,1
1539,272,1
1544,272,1
1551,272,1
1555,272,1
1584,272,1
2834,272,1
3289,272,1
3294,272,1
3871,272,1
4018,272,1
4071,272,1
4124,272,1
4181,272,1
4203,272,1
4842,272,1
431,273,1
867,273,1
872,273,1
2213,273,1
3019,273,1
3318,273,1
3319,273,1
5656,273,1
5657,273,1
5658,273,1
5925,273,1
5928,273,1
6112,273,1
6113,273,1
36,274,1
860,274,1
1188,274,1
1240,274,1
1286,274,1
1371,274,1
1405,274,1
1639,274,1
1678,274,1
1716,274,1
1851,274,1
1861,274,1
1881,274,1
1938,274,1
2077,274,1
2156,274,1
2196,274,1
2203,274,1
2246,274,1
2252,274,1
2267,274,1
2270,274,1
2457,274,1
2469,274,1
2602,274,1
2603,274,1
2665,274,1
2683,274,1
2723,274,1
3115,274,1
3145,274,1
3162,274,1
3287,274,1
3444,274,1
3445,274,1
3783,274,1
3958,274,1
4144,274,1
4398,274,1
4504,274,1
4514,274,1
4621,274,1
4665,274,1
4851,274,1
4882,274,1
4895,274,1
5354,274,1
5497,274,1
5618,274,1
5667,274,1
5763,274,1
5812,274,1
5901,274,1
6329,274,1
6422,274,1
6521,274,1
6531,274,1
6550,274,1
6551,274,1
6554,274,1
6624,274,1
6683,274,1
6684,274,1
6809,274,1
6824,274,1
105,275,1
377,275,1
381,275,1
2031,275,1
2183,275,1
2487,275,1
2558,275,1
3969,275,1
3970,275,1
3971,275,1
3972,275,1
3973,275,1
3974,275,1
3977,275,1
3980,275,1
3981,275,1
3982,275,1
3983,275,1
3984,275,1
3985,275,1
3987,275,1
3988,275,1
3989,275,1
3990,275,1
3991,275,1
3992,275,1
3993,275,1
3994,275,1
3995,275,1
4002,275,1
4326,275,1
4331,275,1
4332,275,1
4333,275,1
4335,275,1
4336,275,1
4955,275,1
5223,275,1
5835,275,1
5838,275,1
6546,275,1
6821,275,1
6906,275,1
91,276,1
1258,276,1
1366,276,1
1954,276,1
2167,276,1
2827,276,1
4013,276,1
4019,276,1
4109,276,1
4162,276,1
231,277,1
428,277,1
753,277,1
1120,277,1
1369,277,1
1546,277,1
1619,277,1
1955,277,1
2190,277,1
2204,277,1
4081,277,1
4352,277,1
4621,277,1
4632,277,1
4878,277,1
4903,277,1
5150,277,1
5364,277,1
5480,277,1
5492,277,1
6520,277,1
6798,277,1
6886,277,1
203,278,1
357,278,1
573,278,1
775,278,1
1130,278,1
1623,278,1
1631,278,1
1648,278,1
1660,278,1
1714,278,1
1722,278,1
1758,278,1
1764,278,1
1789,278,1
2047,278,1
2092,278,1
2112,278,1
2115,278,1
2119,278,1
2170,278,1
2929,278,1
3037,278,1
3044,278,1
4823,278,1
4833,278,1
4956,278,1
5347,278,1
5481,278,1
5601,278,1
5742,278,1
6048,278,1
6193,278,1
6312,278,1
6325,278,1
6512,278,1
6548,278,1
6549,278,1
4,279,1
5,279,1
6,279,1
7,279,1
8,279,1
11,279,1
12,279,1
16,279,1
29,279,1
33,279,1
34,279,1
35,279,1
40,279,1
41,279,1
44,279,1
45,279,1
46,279,1
47,279,1
48,279,1
49,279,1
762,279,1
807,279,1
944,279,1
1239,279,1
1241,279,1
1242,279,1
1243,279,1
1244,279,1
1245,279,1
1246,279,1
1247,279,1
1248,279,1
1249,279,1
1250,279,1
1251,279,1
1252,279,1
1253,279,1
1254,279,1
1255,279,1
1256,279,1
1257,279,1
1258,279,1
1259,279,1
1260,279,1
1261,279,1
1262,279,1
1263,279,1
1264,279,1
1265,279,1
1266,279,1
1267,279,1
1268,279,1
1271,279,1
1272,279,1
1273,279,1
1274,279,1
1275,279,1
1276,279,1
1277,279,1
1278,279,1
1279,279,1
1280,279,1
1282,279,1
1283,279,1
1284,279,1
1285,279,1
1286,279,1
1287,279,1
1290,279,1
1291,279,1
1292,279,1
1293,279,1
1294,279,1
1309,279,1
1316,279,1
1317,279,1
1318,279,1
1324,279,1
1325,279,1
1327,279,1
1328,279,1
1329,279,1
1330,279,1
1331,279,1
1332,279,1
1333,279,1
1334,279,1
1655,279,1
2184,279,1
2399,279,1
4829,279,1
4830,279,1
5218,279,1
5239,279,1
5562,279,1
205,280,1
449,280,1
470,280,1
689,280,1
2164,280,1
2744,280,1
4839,280,1
5029,280,1
5056,280,1
95,281,1
219,281,1
686,281,1
708,281,1
3501,281,1
5027,281,1
5055,281,1
6807,281,1
9,282,1
20,282,1
77,282,1
275,282,1
335,282,1
361,282,1
794,282,1
964,282,1
1279,282,1
1352,282,1
1440,282,1
1449,282,1
1467,282,1
1483,282,1
1495,282,1
1677,282,1
1699,282,1
1797,282,1
1816,282,1
1849,282,1
2049,282,1
2116,282,1
2396,282,1
2403,282,1
2508,282,1
2519,282,1
2538,282,1
2550,282,1
2597,282,1
2625,282,1
2653,282,1
2669,282,1
2681,282,1
2686,282,1
2721,282,1
2839,282,1
2989,282,1
3079,282,1
3118,282,1
3146,282,1
3174,282,1
3242,282,1
3436,282,1
3946,282,1
3954,282,1
3959,282,1
4159,282,1
4291,282,1
4617,282,1
4623,282,1
4699,282,1
4703,282,1
4909,282,1
5302,282,1
5319,282,1
5363,282,1
5484,282,1
5486,282,1
5517,282,1
5568,282,1
5631,282,1
5650,282,1
5662,282,1
5695,282,1
5776,282,1
5894,282,1
6070,282,1
6230,282,1
6328,282,1
6459,282,1
6472,282,1
6497,282,1
6500,282,1
6642,282,1
6650,282,1
6654,282,1
6669,282,1
6892,282,1
6900,282,1
6955,282,1
1234,283,1
1235,283,1
1925,283,1
3196,283,1
3211,283,1
3969,283,1
3977,283,1
3993,283,1
4558,283,1
173,284,1
434,284,1
959,284,1
1516,284,1
1946,284,1
2125,284,1
2141,284,1
2177,284,1
2188,284,1
2193,284,1
2197,284,1
2319,284,1
3112,284,1
3142,284,1
3170,284,1
3491,284,1
3760,284,1
4078,284,1
4186,284,1
4251,284,1
4257,284,1
4265,284,1
4277,284,1
4294,284,1
4411,284,1
4638,284,1
4666,284,1
4692,284,1
4857,284,1
5366,284,1
5424,284,1
5494,284,1
5534,284,1
5557,284,1
5583,284,1
5887,284,1
5936,284,1
5954,284,1
5993,284,1
6059,284,1
6074,284,1
6135,284,1
6315,284,1
6321,284,1
6566,284,1
6647,284,1
6784,284,1
6808,284,1
302,285,1
3867,285,1
4288,285,1
4295,285,1
1234,286,1
1235,286,1
1925,286,1
3211,286,1
3969,286,1
3977,286,1
3993,286,1
4558,286,1
49,287,1
269,287,1
783,287,1
800,287,1
954,287,1
1308,287,1
1353,287,1
1814,287,1
1824,287,1
1844,287,1
2025,287,1
2039,287,1
2172,287,1
2191,287,1
2205,287,1
2217,287,1
2455,287,1
2471,287,1
2521,287,1
2534,287,1
2536,287,1
2543,287,1
2549,287,1
2572,287,1
2615,287,1
2638,287,1
2651,287,1
2671,287,1
2679,287,1
2990,287,1
3065,287,1
3076,287,1
3092,287,1
3126,287,1
3487,287,1
3488,287,1
3805,287,1
3956,287,1
3957,287,1
3960,287,1
4074,287,1
4107,287,1
4273,287,1
4427,287,1
4512,287,1
4585,287,1
4611,287,1
4630,287,1
4654,287,1
4656,287,1
4675,287,1
4680,287,1
4690,287,1
4701,287,1
4714,287,1
4719,287,1
4871,287,1
4936,287,1
4938,287,1
5311,287,1
5328,287,1
5491,287,1
5898,287,1
6034,287,1
6106,287,1
6330,287,1
6332,287,1
6396,287,1
6438,287,1
6499,287,1
6553,287,1
6638,287,1
6672,287,1
6785,287,1
218,288,1
464,288,1
576,288,1
588,288,1
1545,288,1
3651,288,1
3870,288,1
4020,288,1
4036,288,1
4101,288,1
4110,288,1
4123,288,1
6076,288,1
94,289,1
118,289,1
137,289,1
457,289,1
2287,289,1
5030,289,1
6070,289,1
227,290,1
274,290,1
915,290,1
945,290,1
4566,290,1
300,291,1
371,291,1
774,291,1
776,291,1
790,291,1
804,291,1
960,291,1
1127,291,1
1256,291,1
1307,291,1
1387,291,1
1670,291,1
1729,291,1
1914,291,1
1981,291,1
2040,291,1
2104,291,1
2206,291,1
2240,291,1
2412,291,1
2423,291,1
2433,291,1
2443,291,1
2449,291,1
2464,291,1
2480,291,1
2486,291,1
2497,291,1
2525,291,1
2547,291,1
2585,291,1
2598,291,1
2611,291,1
2620,291,1
2624,291,1
2656,291,1
2660,291,1
2690,291,1
2691,291,1
2840,291,1
2848,291,1
3052,291,1
3085,291,1
3098,291,1
3132,291,1
3171,291,1
3224,291,1
3240,291,1
3252,291,1
3384,291,1
3421,291,1
3790,291,1
3957,291,1
4204,291,1
4226,291,1
4385,291,1
4389,291,1
4648,291,1
4940,291,1
4942,291,1
5314,291,1
5355,291,1
5413,291,1
5479,291,1
5551,291,1
5579,291,1
5668,291,1
5686,291,1
5767,291,1
5782,291,1
5798,291,1
5854,291,1
5877,291,1
5896,291,1
6011,291,1
6102,291,1
6108,291,1
6246,291,1
6388,291,1
6500,291,1
6509,291,1
6550,291,1
6630,291,1
6659,291,1
6866,291,1
6906,291,1
6929,291,1
6947,291,1
6962,291,1
886,292,1
1222,292,1
1224,292,1
1225,292,1
1232,292,1
1233,292,1
1752,292,1
2060,292,1
2222,292,1
2357,292,1
2365,292,1
2750,292,1
2843,292,1
2848,292,1
2869,292,1
2871,292,1
2877,292,1
2883,292,1
2887,292,1
2889,292,1
2890,292,1
2908,292,1
2910,292,1
2912,292,1
2915,292,1
2917,292,1
2921,292,1
2931,292,1
3061,292,1
3787,292,1
3788,292,1
3790,292,1
3793,292,1
3794,292,1
4130,292,1
4179,292,1
4202,292,1
4206,292,1
4445,292,1
4609,292,1
5113,292,1
5515,292,1
5550,292,1
5574,292,1
5709,292,1
5732,292,1
5777,292,1
5820,292,1
5864,292,1
5865,292,1
5866,292,1
5867,292,1
5868,292,1
5869,292,1
5870,292,1
5871,292,1
6039,292,1
6233,292,1
6241,292,1
6251,292,1
6327,292,1
6337,292,1
6602,292,1
6819,292,1
6867,292,1
6930,292,1
66,293,1
657,293,1
664,293,1
665,293,1
666,293,1
669,293,1
674,293,1
694,293,1
866,293,1
870,293,1
975,293,1
1188,293,1
1189,293,1
2395,293,1
2823,293,1
2994,293,1
3909,293,1
4380,293,1
4381,293,1
4395,293,1
4396,293,1
4434,293,1
4449,293,1
4811,293,1
5101,293,1
5102,293,1
5104,293,1
5562,293,1
6908,293,1
564,294,1
4854,294,1
6172,294,1
6181,294,1
6300,294,1
6301,294,1
557,295,1
559,295,1
4577,295,1
5857,295,1
5958,295,1
6887,295,1
92,296,1
241,296,1
466,296,1
1033,296,1
4047,296,1
5067,296,1
166,297,1
815,297,1
1965,297,1
2173,297,1
4576,297,1
4651,297,1
4774,297,1
5383,297,1
5461,297,1
2022,298,1
2185,298,1
2367,298,1
2894,298,1
2976,298,1
3315,298,1
4734,298,1
5366,298,1
5708,298,1
6022,298,1
6612,298,1
125,299,1
396,299,1
451,299,1
701,299,1
714,299,1
3215,299,1
5051,299,1
148,300,1
234,300,1
453,300,1
715,300,1
1363,300,1
1968,300,1
265,301,1
725,301,1
1187,301,1
2984,301,1
3391,301,1
4561,301,1
6742,301,1
93,302,1
261,302,1
1374,302,1
6743,302,1
14,303,1
34,303,1
90,303,1
123,303,1
797,303,1
2868,303,1
2876,303,1
4057,303,1
4215,303,1
4505,303,1
4622,303,1
4639,303,1
4663,303,1
4697,303,1
5412,303,1
5533,303,1
5584,303,1
5728,303,1
5775,303,1
5893,303,1
6249,303,1
6303,303,1
262,304,1
601,304,1
1339,304,1
1557,304,1
2797,304,1
2801,304,1
3650,304,1
4038,304,1
4052,304,1
4068,304,1
4099,304,1
4108,304,1
4126,304,1
4134,304,1
4197,304,1
5418,304,1
5434,304,1
23,305,1
39,305,1
339,305,1
365,305,1
410,305,1
859,305,1
1135,305,1
1190,305,1
1194,305,1
1206,305,1
1388,305,1
1392,305,1
1523,305,1
1532,305,1
1671,305,1
1813,305,1
1823,305,1
1859,305,1
1882,305,1
2045,305,1
2201,305,1
2204,305,1
2243,305,1
2386,305,1
2415,305,1
2499,305,1
2596,305,1
2626,305,1
2655,305,1
2695,305,1
2761,305,1
3054,305,1
3097,305,1
3131,305,1
3172,305,1
3227,305,1
3244,305,1
3251,305,1
3256,305,1
3267,305,1
3310,305,1
3400,305,1
3428,305,1
3555,305,1
3556,305,1
3764,305,1
3789,305,1
3821,305,1
4450,305,1
4627,305,1
4670,305,1
4934,305,1
4936,305,1
4939,305,1
5475,305,1
5612,305,1
5620,305,1
5683,305,1
5694,305,1
5715,305,1
5729,305,1
5810,305,1
5843,305,1
5857,305,1
5858,305,1
5884,305,1
6281,305,1
6536,305,1
6553,305,1
6870,305,1
6934,305,1
6945,305,1
667,306,1
1421,306,1
3709,306,1
4131,306,1
4230,306,1
4932,306,1
5002,306,1
5004,306,1
6069,306,1
6853,306,1
281,307,1
2345,307,1
3907,307,1
4499,307,1
4593,307,1
4642,307,1
6194,307,1
6200,307,1
6612,307,1
235,308,1
311,308,1
312,308,1
682,308,1
4729,308,1
6070,308,1
175,309,1
311,309,1
312,309,1
458,309,1
685,309,1
699,309,1
710,309,1
4048,309,1
5062,309,1
198,310,1
426,310,1
447,310,1
552,310,1
569,310,1
2139,310,1
2260,310,1
5064,310,1
5103,310,1
51,311,1
423,311,1
528,311,1
534,311,1
782,311,1
802,311,1
814,311,1
821,311,1
1109,311,1
1261,311,1
1384,311,1
1634,311,1
1644,311,1
1710,311,1
2027,311,1
2053,311,1
2069,311,1
2099,311,1
2110,311,1
2114,311,1
2313,311,1
2389,311,1
2410,311,1
2576,311,1
2628,311,1
2644,311,1
2645,311,1
2692,311,1
2831,311,1
2837,311,1
2872,311,1
3030,311,1
3039,311,1
3043,311,1
3048,311,1
3080,311,1
3105,311,1
3220,311,1
3226,311,1
3385,311,1
3819,311,1
3947,311,1
3979,311,1
3986,311,1
4227,311,1
4383,311,1
4677,311,1
4957,311,1
5602,311,1
5672,311,1
5753,311,1
5833,311,1
5859,311,1
5870,311,1
6256,311,1
6293,311,1
6304,311,1
6395,311,1
6403,311,1
6429,311,1
6456,311,1
6463,311,1
6487,311,1
6505,311,1
6524,311,1
6532,311,1
6569,311,1
6606,311,1
6815,311,1
6980,311,1
1272,312,1
1314,312,1
1382,312,1
1395,312,1
1437,312,1
1452,312,1
1465,312,1
1478,312,1
1491,312,1
1529,312,1
1672,312,1
1779,312,1
1819,312,1
1883,312,1
1991,312,1
2038,312,1
2405,312,1
2514,312,1
2539,312,1
2553,312,1
2580,312,1
2610,312,1
2636,312,1
2685,312,1
2735,312,1
2748,312,1
3059,312,1
3074,312,1
3111,312,1
3141,312,1
3176,312,1
3210,312,1
3228,312,1
3239,312,1
3243,312,1
3255,312,1
3261,312,1
3386,312,1
3441,312,1
3772,312,1
3798,312,1
3946,312,1
3949,312,1
4028,312,1
4205,312,1
4608,312,1
4624,312,1
4652,312,1
4662,312,1
4674,312,1
4695,312,1
4702,312,1
4815,312,1
4816,312,1
4935,312,1
4937,312,1
4939,312,1
4940,312,1
5313,312,1
5552,312,1
5581,312,1
5679,312,1
5702,312,1
5737,312,1
5882,312,1
5951,312,1
6060,312,1
6118,312,1
6201,312,1
6247,312,1
6329,312,1
6421,312,1
6486,312,1
6500,312,1
6531,312,1
6536,312,1
6643,312,1
6649,312,1
6660,312,1
6666,312,1
6674,312,1
6675,312,1
6685,312,1
6789,312,1
6861,312,1
6913,312,1
6978,312,1
216,313,1
311,313,1
312,313,1
546,313,1
712,313,1
4380,313,1
4381,313,1
5049,313,1
5063,313,1
2007,314,1
2738,314,1
2739,314,1
2740,314,1
2741,314,1
2742,314,1
2743,314,1
2744,314,1
2745,314,1
2746,314,1
3357,314,1
3614,314,1
3648,314,1
3667,314,1
3725,314,1
4602,314,1
4603,314,1
5785,314,1
5906,314,1
5907,314,1
5908,314,1
5930,314,1
949,315,1
1132,315,1
1213,315,1
1230,315,1
1289,315,1
1295,315,1
1310,315,1
1322,315,1
1640,315,1
1657,315,1
1661,315,1
1667,315,1
1679,315,1
1682,315,1
2126,315,1
2234,315,1
2333,315,1
2820,315,1
2821,315,1
2995,315,1
3250,315,1
3759,315,1
3859,315,1
3865,315,1
3866,315,1
3974,315,1
3984,315,1
4299,315,1
4323,315,1
4347,315,1
4384,315,1
4451,315,1
4488,315,1
5250,315,1
5258,315,1
5262,315,1
5397,315,1
5399,315,1
5400,315,1
5403,315,1
5516,315,1
6298,315,1
201,316,1
461,316,1
479,316,1
688,316,1
884,316,1
2307,316,1
3906,316,1
4511,316,1
4552,316,1
4776,316,1
4784,316,1
5028,316,1
6161,316,1
6175,316,1
157,317,1
1375,317,1
1502,317,1
1507,317,1
1680,317,1
2013,317,1
2175,317,1
4397,317,1
5361,317,1
6073,317,1
6316,317,1
79,318,1
362,318,1
640,318,1
955,318,1
1356,318,1
1799,318,1
1867,318,1
1886,318,1
1942,318,1
2178,318,1
2454,318,1
2874,318,1
3197,318,1
3464,318,1
3465,318,1
4233,318,1
4292,318,1
4630,318,1
4651,318,1
4667,318,1
4986,318,1
5308,318,1
5546,318,1
5645,318,1
5669,318,1
5727,318,1
